MARKER_ID,SHOP_NAME,SHOP_ADDRESS,LATITUDE,LONGITUDE,LIST_ATT
FLC,"80116-LC HPG 70 Nguyễn Đức Cảnh, P. An Biên","70 Nguyễn Đức Cảnh, P. An Biên, Q. Lê Chân, TP. Hải Phòng",20.854758,106.676405,Bệnh viện; Chợ; Ðối thủ; Khu công nghiệp; Phòng khám / TYT; Trường học
FLC,"80117-LC NBH 28 Hai Bà Trưng, P. Nam Định","28 Hai Bà Trưng, P. Trần Hưng Đạo, TP. Nam Định, Tỉnh Nam Định",20.424867,106.177462,Bệnh viện; Chợ; Phòng khám / TYT; Trường học
FLC,"80120-LC HCM 70 Cửu Long, P. Hòa Hưng","70 Cửu Long, P. 15, Q. 10, TP. Hồ Chí Minh",10.782377,106.661941,Bệnh viện; Chợ; Ðối thủ; Trường học; UBND Phường/Xã
FLC,"80121-LC QNH 14 Giếng Đồn, P. Hồng Gai","14 Giếng Đồn, P. Trần Hưng Đạo, TP. Hạ Long, Tỉnh Quảng Ninh",20.952641,107.085611,Bệnh viện; Chợ; Ðối thủ; Phòng khám / TYT; Trường học
FLC,"80122-LC THA 65 Quang Trung, P. Hạc Thành","65 Quang Trung, P. Ngọc Trạo, TP. Thanh Hóa, Tỉnh Thanh Hóa",19.797131,105.776853,Ðối thủ; Phòng khám / TYT; Trường học
FLC,"80123-LC TNH 4-6-8 Phạm Hùng, P. Long Hoa","4-6-8 Phạm Hùng, TT. Hòa Thành, H. Hòa Thành, Tỉnh Tây Ninh",11.286106,106.126858,Chợ; Ðối thủ; Phòng khám / TYT; Trường học; UBND Phường/Xã
FLC,"80124-LC DNI 9 Xa Lộ Hà Nội, P. Long Bình","9 Xa Lộ Hà Nội, P. Tân Biên, TP. Biên Hoà, Tỉnh Đồng Nai",10.969742,106.891163,Chợ; Cụm Chung Cư / Đô Thị Mới; Ðối thủ; Phòng khám / TYT; Trường học
FLC,"80125-LC HNI 188 Thuỵ Khuê, P. Tây Hồ","188 Thuỵ Khuê, P. Thuỵ Khuê, Q. Tây Hồ, TP. Hà Nội",21.043376,105.821626,Chợ; Ðối thủ; Trường học
FLC,"80128-LC HCM 49 Cư Xá Phú Lâm, P. Bình Phú","49 Lô V, Cư Xá Phú Lâm, Lý Chiêu Hoàng, P. 10, Q. 6, TP. Hồ Chí Minh",10.738632,106.631768,Bệnh viện; Chợ; Ðối thủ; Phòng khám / TYT; Trường học
FLC,"80129-LC HNI 330 Khâm Thiên, P. Văn Miếu - Quốc Tử Giám","330 Khâm Thiên, P. Thổ Quan, Q. Đống Đa, TP. Hà Nội",21.019475,105.832672,Chợ; Trường học
FLC,"80130-LC HPG 173 Cát Cụt, P. Lê Chân","173 Cát Cụt, P. Hồ Nam, Q. Lê Chân, TP. Hải Phòng",20.850658,106.677242,Bệnh viện; Chợ; Cụm Chung Cư / Đô Thị Mới; Ðối thủ; Khu công nghiệp; Phòng khám / TYT; Trường học; UBND Phường/Xã
FLC,"80131-LC HPG 22C Lê Lợi, P. Gia Viên","22C Lê Lợi, P. Máy Tơ, Q. Ngô Quyền, TP. Hải Phòng",20.860116,106.694428,Bệnh viện; Chợ; Ðối thủ; Trường học; UBND Phường/Xã
FLC,"80132-LC QNI 59 Hoàng Văn Thụ, P. Kon Tum","59 Hoàng Văn Thụ, P. Quyết Thắng, TP. Kon Tum, Tỉnh Kon Tum",14.349643,108.003689,Chợ; Ðối thủ; Phòng khám / TYT; Trường học; UBND Phường/Xã
