MARKER_ID,SHOP_NAME,SHOP_ADDRESS,LATITUDE,LONGITUDE
PMC,DNPMC1586_245 Lê Duẩn,"245 Lê Duẩn, Phường Phù Đổng, Thành phố Pleiku, Tỉnh Gia Lai",13.9707362902,108.0250372552
PMC,HNPMC1601_Ki ốt số 12,"Ki ốt số 12, Phường Đại Kim, Quận Hoàng Mai, Thành phố Hà Nội",20.9729019,105.8192722
PMC,HNPMC1670_Số 371 Văn Cao,"Số 371 Văn Cao, Phường Đằng Lâm, Quận Hải An, Thành phố Hải Phòng",20.8300352,106.7032238
PMC,SGPMC1588_121 Hoàng Hoa Thám,"121 Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh",10.8024869239,106.6476116299
PMC,SGPMC1650_Số D.1.04,"Số D.1.04, Xã Phước Kiển, Huyện Nhà Bè, Thành phố Hồ Chí Minh",10.7226712362,106.7042705462
PMC,SGPMC1656_358 Lũy Bán Bích,"358 Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh",10.7756218771,106.6335403476
PMC,SGPMC1610_Shop 10 Số nhà C01.01 Cao ốc TM và CC Âu Cơ,"Shop 10 Số nhà C01.01 Cao ốc TM và CC Âu Cơ, Phường Tân Thành, Quận Tân Phú, Thành phố Hồ Chí Minh",10.7892920076,106.6397891916
PMC,SGPMC1674_70 Bến Vân Đồn,"70 Bến Vân Đồn, Phường 13, Quận 4, Thành phố Hồ Chí Minh",10.7651879488,106.7017678545
PMC,SGPMC1666_257 Nguyễn Trung Trực,"257 Nguyễn Trung Trực, Phường Vĩnh Bảo, Thành phố Rạch Giá, Tỉnh Kiên Giang",10.0005273,105.0898117
PMC,HNPMC1716_24T1-Hh1b-Cc6 KDVTH Và NO Hồ Linh Đàm Phường Hoàng Liệt,"24T1-Hh1b-Cc6 KDVTH Và NO Hồ Linh Đàm Phường Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Thành phố Hà Nội",20.964594,105.826059
PMC,DNPMC1658_551 Đường Trần Hưng Đạo,"551 Đường Trần Hưng Đạo, Phường Lê Hồng Phong, Thành phố Quy Nhơn, Tỉnh Bình Định",13.7792241699,109.2253813147
PMC,HNPMC1640_256 Hải Thượng Lãn Ông,"256 Hải Thượng Lãn Ông, Phường Đông Vệ, Thành phố Thanh Hóa, Tỉnh Thanh Hóa",19.7770640577,105.7714895314
PMC,HNPMC1662_Số 341 Lê Hoàn,"Số 341 Lê Hoàn, Phường Ba Đình, Thành phố Thanh Hóa, Tỉnh Thanh Hóa",19.8017289,105.7792833
PMC,HNPMC1664_Số 189 Hoàng Hoa Thám,"Số 189 Hoàng Hoa Thám, Phường Liễu Giai, Quận Ba Đình, Thành phố Hà Nội",21.0419172022,105.8207319097
PMC,HNPMC1706_Số 81 Phố Thái Thịnh,"Số 81 Phố Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội",21.0105148303,105.8184862681
PMC,HNPMC1703_Lk16 1 KTDC Ngô Thì Nhậm,"Lk16 1 KTDC Ngô Thì Nhậm, Phường La Khê, Quận Hà Đông, Thành phố Hà Nội",20.9661904427,105.7657427865
PMC,SGPMC1589_48D,"48D, Phường 7, Thành phố Bến Tre, Tỉnh Bến Tre",10.2312292,106.3600974
PMC,SGPMC1615_188B-188B1 Đoàn Hoàng Minh,"188B-188B1 Đoàn Hoàng Minh, Phường 5, Thành phố Bến Tre, Tỉnh Bến Tre",10.2369665651,106.3690889377
PMC,SGPMC1648_566 Lê Đức Thọ,"566 Lê Đức Thọ, Phường 17, Quận Gò Vấp, Thành phố Hồ Chí Minh",10.8440496396,106.6737310104
